,game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,home_result,stadium,location,roof,surface,old_game_id
242,2021_17_NYG_CHI,2021,REG,17,2022-01-02,Sunday,13:00,NYG,CHI,3,29,26,Soldier Field,Home,outdoors,grass,2022010201
243,2021_17_KC_CIN,2021,REG,17,2022-01-02,Sunday,13:00,KC,CIN,31,34,3,Paul Brown Stadium,Home,outdoors,grass,2022010202
244,2021_17_LV_IND,2021,REG,17,2022-01-02,Sunday,13:00,LV,IND,23,20,-3,Lucas Oil Stadium,Home,,fieldturf,2022010204
245,2021_17_JAX_NE,2021,REG,17,2022-01-02,Sunday,13:00,JAX,NE,10,50,40,Gillette Stadium,Home,outdoors,grass,2022010205
246,2021_17_TB_NYJ,2021,REG,17,2022-01-02,Sunday,13:00,TB,NYJ,28,24,-4,MetLife Stadium,Home,outdoors,fieldturf ,2022010207
247,2021_17_MIA_TEN,2021,REG,17,2022-01-02,Sunday,13:00,MIA,TEN,3,34,31,Nissan Stadium,Home,outdoors,grass,2022010208
248,2021_17_PHI_WAS,2021,REG,17,2022-01-02,Sunday,13:00,PHI,WAS,20,16,-4,FedExField,Home,outdoors,grass,2022010209
249,2021_17_DEN_LAC,2021,REG,17,2022-01-02,Sunday,16:05,DEN,LAC,13,34,21,SoFi Stadium,Home,dome,matrixturf,2022010210
250,2021_17_HOU_SF,2021,REG,17,2022-01-02,Sunday,16:05,HOU,SF,7,23,16,Levi's Stadium,Home,outdoors,grass,2022010211
251,2021_17_ARI_DAL,2021,REG,17,2022-01-02,Sunday,16:25,ARI,DAL,25,22,-3,AT&T Stadium,Home,closed,fieldturf,2022010203
252,2021_17_CAR_NO,2021,REG,17,2022-01-02,Sunday,16:25,CAR,NO,10,18,8,Mercedes-Benz Superdome,Home,dome,astroturf,2022010206
253,2021_17_DET_SEA,2021,REG,17,2022-01-02,Sunday,16:25,DET,SEA,29,51,22,Lumen Field,Home,outdoors,fieldturf,2022010213
254,2021_17_MIN_GB,2021,REG,17,2022-01-02,Sunday,20:20,MIN,GB,10,37,27,Lambeau Field,Home,outdoors,grass,2022010214
255,2021_17_CLE_PIT,2021,REG,17,2022-01-03,Monday,20:15,CLE,PIT,14,26,12,Heinz Field,Home,outdoors,grass,2022010300
256,2021_18_KC_DEN,2021,REG,18,2022-01-08,Saturday,16:30,KC,DEN,28,24,-4,Empower Field at Mile High,Home,outdoors,grass,2022010913
257,2021_18_DAL_PHI,2021,REG,18,2022-01-08,Saturday,20:15,DAL,PHI,51,26,-25,Lincoln Financial Field,Home,outdoors,grass,2022010910
258,2021_18_PIT_BAL,2021,REG,18,2022-01-09,Sunday,13:00,PIT,BAL,16,13,-3,M&T Bank Stadium,Home,outdoors,grass,2022010901
259,2021_18_CIN_CLE,2021,REG,18,2022-01-09,Sunday,13:00,CIN,CLE,16,21,5,FirstEnergy Stadium,Home,outdoors,grass,2022010903
260,2021_18_GB_DET,2021,REG,18,2022-01-09,Sunday,13:00,GB,DET,30,37,7,Ford Field,Home,dome,fieldturf,2022010904
261,2021_18_TEN_HOU,2021,REG,18,2022-01-09,Sunday,13:00,TEN,HOU,28,25,-3,NRG Stadium,Home,,grass,2022010905
262,2021_18_IND_JAX,2021,REG,18,2022-01-09,Sunday,13:00,IND,JAX,11,26,15,TIAA Bank Stadium,Home,outdoors,grass,2022010906
263,2021_18_CHI_MIN,2021,REG,18,2022-01-09,Sunday,13:00,CHI,MIN,17,31,14,U.S. Bank Stadium,Home,dome,sportturf,2022010908
264,2021_18_WAS_NYG,2021,REG,18,2022-01-09,Sunday,13:00,WAS,NYG,22,7,-15,MetLife Stadium,Home,outdoors,fieldturf ,2022010909
265,2021_18_SEA_ARI,2021,REG,18,2022-01-09,Sunday,16:25,SEA,ARI,38,30,-8,State Farm Stadium,Home,closed,grass,2022010912
266,2021_18_NO_ATL,2021,REG,18,2022-01-09,Sunday,16:25,NO,ATL,30,20,-10,Mercedes-Benz Stadium,Home,,fieldturf,2022010900
267,2021_18_NYJ_BUF,2021,REG,18,2022-01-09,Sunday,16:25,NYJ,BUF,10,27,17,New Era Field,Home,outdoors,astroturf,2022010902
268,2021_18_SF_LA,2021,REG,18,2022-01-09,Sunday,16:25,SF,LA,27,24,-3,SoFi Stadium,Home,dome,matrixturf,2022010914
269,2021_18_NE_MIA,2021,REG,18,2022-01-09,Sunday,16:25,NE,MIA,24,33,9,Hard Rock Stadium,Home,outdoors,grass,2022010907
270,2021_18_CAR_TB,2021,REG,18,2022-01-09,Sunday,16:25,CAR,TB,17,41,24,Raymond James Stadium,Home,outdoors,grass,2022010911
271,2021_18_LAC_LV,2021,REG,18,2022-01-09,Sunday,20:20,LAC,LV,32,35,3,Allegiant Stadium,Home,dome,grass,2022010915
272,2021_19_LV_CIN,2021,WC,19,2022-01-15,Saturday,16:30,LV,CIN,19,26,7,Paul Brown Stadium,Home,outdoors,grass,2022011501
273,2021_19_NE_BUF,2021,WC,19,2022-01-15,Saturday,20:15,NE,BUF,17,47,30,New Era Field,Home,outdoors,astroturf,2022011502
274,2021_19_PHI_TB,2021,WC,19,2022-01-16,Sunday,13:00,PHI,TB,15,31,16,Raymond James Stadium,Home,outdoors,grass,2022011601
275,2021_19_SF_DAL,2021,WC,19,2022-01-16,Sunday,16:30,SF,DAL,23,17,-6,AT&T Stadium,Home,closed,fieldturf,2022011602
276,2021_19_PIT_KC,2021,WC,19,2022-01-16,Sunday,20:15,PIT,KC,21,42,21,GEHA Field at Arrowhead Stadium,Home,outdoors,astroturf,2022011603
277,2021_19_ARI_LA,2021,WC,19,2022-01-17,Monday,20:15,ARI,LA,11,34,23,SoFi Stadium,Home,dome,matrixturf,2022011701
278,2021_20_CIN_TEN,2021,DIV,20,2022-01-22,Saturday,16:30,CIN,TEN,19,16,-3,Nissan Stadium,Home,outdoors,grass,2022012201
279,2021_20_SF_GB,2021,DIV,20,2022-01-22,Saturday,20:15,SF,GB,13,10,-3,Lambeau Field,Home,outdoors,grass,2022012202
280,2021_20_LA_TB,2021,DIV,20,2022-01-23,Sunday,15:00,LA,TB,30,27,-3,Raymond James Stadium,Home,outdoors,grass,2022012301
281,2021_20_BUF_KC,2021,DIV,20,2022-01-23,Sunday,18:30,BUF,KC,36,42,6,GEHA Field at Arrowhead Stadium,Home,outdoors,astroturf,2022012302
282,2021_21_CIN_KC,2021,CON,21,2022-01-30,Sunday,15:00,CIN,KC,27,24,-3,GEHA Field at Arrowhead Stadium,Home,outdoors,astroturf,2022013001
283,2021_21_SF_LA,2021,CON,21,2022-01-30,Sunday,18:30,SF,LA,17,20,3,SoFi Stadium,Home,dome,matrixturf,2022013002
284,2021_22_LA_CIN,2021,SB,22,2022-02-13,Sunday,18:30,LA,CIN,,,,SoFi Stadium,Neutral,dome,matrixturf,2022021301
