,player_id,player_name,games_played,season,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr
0,00-0020268,T.Stewart,3,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,52.0,1.0,0.0,0.0,0.0,0.0,5.0,0.3016808964894153,0.0,0.0,11.2,16.2
0,00-0020270,C.Buckhalter,14,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,586.0,2.0,2.0,2.0,28.0,-10.126227385921176,0.0,13.0,21.0,130.0,0.0,0.0,0.0,0.0,0.0,5.0,4.534552228315087,0.0,0.0,79.60000000000001,92.6
0,00-0020272,M.Minnis,13,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,67.0,511.0,1.0,0.0,0.0,0.0,0.0,24.0,9.128175957768272,0.0,0.0,57.10000000000001,90.10000000000001
0,00-0020273,V.Sutherland,2,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,1.0201636634301394,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7349615381099284,0.0,0.0,2.1,3.1
0,00-0020285,A.Crumpler,15,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.0,330.0,3.0,1.0,1.0,0.0,0.0,10.0,4.182154745154549,0.0,0.0,49.0,74.0
0,00-0020305,A.Feeley,1,2001,10.0,14.0,143.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.107295753698262,0.0,0.2801220696727197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.72,11.72
0,00-0020308,M.McMahon,7,2001,53.0,115.0,671.0,3.0,1.0,21.0,122.0,3.0,3.0,0.0,0.0,34.0,-18.3650578379555,0.0,0.3549192469776652,27.0,145.0,1.0,2.0,1.0,9.0,3.25796277547488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.34,51.34
0,00-0020320,R.Germany,9,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,203.0,0.0,0.0,0.0,0.0,0.0,8.0,7.4414476323872805,0.0,0.0,20.3,32.3
0,00-0020332,D.Martin,10,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,144.0,1.0,0.0,0.0,0.0,0.0,7.0,1.6318568868446155,0.0,0.0,20.4,33.4
0,00-0020337,S.Smith,11,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0,0.0,0.0,2.0,2.1123970414046203,0.0,10.0,20.0,154.0,0.0,0.0,0.0,0.0,0.0,8.0,-5.597499769005541,0.0,3.0,37.699999999999996,47.699999999999996
0,00-0020340,Q.McCord,3,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,-0.4530807371484115,0.0,3.0,4.0,53.0,0.0,0.0,0.0,0.0,0.0,2.0,2.2339961496181786,0.0,0.0,6.4,9.4
0,00-0020342,B.Manumaleuna,1,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.041855118004605,0.0,0.0,6.1,7.1
0,00-0020343,J.Carter,2,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5199518518638797,0.0,0.0,0.0,0.0
0,00-0020361,A.Bannister,5,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,1.4621864772286834,0.0,1.0,11.0,14.999999999999998
0,00-0020370,S.Anderson,8,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,34.0,211.0,1.0,0.0,0.0,0.0,0.0,7.0,6.34631840818152,0.0,0.0,27.1,39.099999999999994
0,00-0020381,J.McCareins,2,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,88.0,0.0,0.0,0.0,0.0,0.0,3.0,9.75492349686101,0.0,0.0,8.8,11.8
0,00-0020387,M.Wynn,1,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,69.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2075021804193966,0.0,0.0,6.9,10.9
0,00-0020391,J.Cook,10,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-0.8623644926119596,0.0,17.0,23.0,89.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.696671221870929,0.0,0.0,9.1,26.1
0,00-0020397,C.Johnson,11,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,60.0,329.0,1.0,0.0,0.0,0.0,0.0,22.0,-5.309138538529947,0.0,0.0,38.9,66.9
0,00-0020401,J.Glenn,1,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0
0,00-0020403,A. Thomas,14,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,1183.0,7.0,0.0,0.0,57.0,-3.5286977798836783,1.0,22.0,30.0,178.0,0.0,0.0,0.0,0.0,0.0,9.0,7.969759467814583,0.0,0.0,180.1,202.1
0,00-0020404,Q.Carter,8,2001,90.0,176.0,1072.0,5.0,7.0,12.0,56.0,2.0,0.0,0.0,0.0,46.0,-20.69882264111886,0.0,0.49955332222536736,45.0,150.0,1.0,3.0,2.0,13.0,-5.290419700157589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.88,65.88
0,00-0020405,M. Tuiasosopo,1,2001,3.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3038425983977504,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0967216501012444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4600000000000002,1.4600000000000002
0,00-0020415,A.King,4,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,149.0,0.0,1.0,1.0,0.0,0.0,4.0,1.7761428241792603,0.0,0.0,12.9,23.9
0,00-0020417,B.Gay,6,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,172.0,1.0,3.0,2.0,12.0,-10.71006633748766,0.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.3519002762041055,0.0,0.0,20.300000000000004,24.300000000000004
0,00-0020425,K.Rambo,5,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9053099101292903,0.0,0.0,2.8000000000000003,5.800000000000001
0,00-0020427,Q.Morgan,16,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,0.0,0.0,1.0,1.5428845710703174,0.0,30.0,72.0,432.0,2.0,1.0,0.0,0.0,0.0,16.0,-10.934852590617115,0.0,0.0,57.900000000000006,87.9
0,00-0020430,J.Jackson,11,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,554.0,2.0,1.0,1.0,30.0,-35.833998938440345,0.0,7.0,10.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,2.29002952639712,0.0,0.0,71.0,78.0
0,00-0020434,C.Weinke,15,2001,293.0,540.0,2931.0,11.0,19.0,26.0,177.0,6.0,1.0,0.0,0.0,137.0,-95.81140026353883,0.0,0.8258726412329949,37.0,128.0,6.0,5.0,2.0,11.0,-6.336654677293561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.04,166.04
0,00-0020438,T.Houshmandzadeh,7,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,42.0,228.0,0.0,0.0,0.0,0.0,0.0,14.0,1.1454399806041131,0.0,0.0,22.8,43.8
0,00-0020446,C.Chambers,16,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-11.0,0.0,0.0,0.0,0.0,-1.4676895211450756,0.0,48.0,90.0,883.0,7.0,0.0,0.0,0.0,0.0,35.0,36.599848156898474,0.0,0.0,129.20000000000002,177.20000000000002
0,00-0020448,T.Minor,15,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,281.0,2.0,0.0,0.0,12.0,3.1319661032240074,0.0,29.0,37.0,263.0,1.0,0.0,0.0,0.0,0.0,12.0,4.124981472913804,0.0,0.0,72.4,101.4
0,00-0020455,E.Johnson,16,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,64.0,362.0,3.0,1.0,1.0,0.0,0.0,22.0,9.546915263519622,1.0,0.0,54.2,94.20000000000002
0,00-0020462,L.Jordan,13,2001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8233621432445943,0.0,0.0,39.0,292.0,1.0,0.0,0.0,14.0,15.297672144223595,0.0,7.0,10.0,44.0,1.0,0.0,0.0,0.0,0.0,2.0,0.7864712884183973,0.0,0.0,45.6,52.6
0,00-0020471,T.Henry,13,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,729.0,4.0,5.0,2.0,34.0,-33.39921114282333,0.0,22.0,27.0,179.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.27854934286883815,0.0,0.0,110.8,132.79999999999998
0,00-0020474,K.Barlow,15,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,512.0,4.0,1.0,0.0,27.0,-0.28854838490951806,0.0,22.0,28.0,247.0,1.0,0.0,0.0,0.0,0.0,10.0,12.968160216289107,0.0,0.0,105.89999999999999,127.9
0,00-0020476,S.Meier,4,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.240626085986151,0.0,0.0,3.1,6.1
0,00-0020485,E.Berlin,4,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6662459800136276,0.0,0.0,2.8000000000000003,4.800000000000001
0,00-0020490,K.Robinson,16,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,-1.1574401911348104,0.0,39.0,78.0,536.0,1.0,2.0,0.0,0.0,0.0,26.0,19.865781307332774,0.0,0.0,60.9,99.9
0,00-0020494,S.Moss,5,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.0,0.0,0.0,0.0,0.0,-0.7874373746603449,0.0,2.0,17.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,-12.284070684239332,0.0,0.0,3.4,5.4
0,00-0020495,N.Clements,1,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0
0,00-0020497,F.Mitchell,13,2001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.435856552561745,0.0,0.0,2.0,-4.0,0.0,0.0,0.0,1.0,-1.1457333482103427,0.0,21.0,43.0,283.0,1.0,0.0,0.0,0.0,0.0,16.0,8.740714699431193,0.0,0.0,33.900000000000006,54.9
0,00-0020498,R.Wayne,11,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,49.0,345.0,0.0,0.0,0.0,0.0,0.0,19.0,5.059453021554517,0.0,0.0,34.50000000000001,61.5
0,00-0020507,H.Evans,1,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,1.0,-0.8647790001705289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1
0,00-0020513,D. Terrell,16,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,63.0,415.0,4.0,0.0,0.0,0.0,0.0,20.0,9.454120592233096,0.0,0.0,65.5,99.5
0,00-0020514,M.Bennett,13,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,682.0,2.0,0.0,0.0,23.0,-12.996509905510488,0.0,29.0,38.0,226.0,1.0,0.0,0.0,0.0,0.0,9.0,4.711730352893937,0.0,0.0,108.8,137.79999999999998
0,00-0020516,T.Heap,10,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,206.0,1.0,1.0,1.0,0.0,0.0,10.0,7.955821419436715,0.0,0.0,24.6,40.6
0,00-0020525,R.Gardner,16,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,1.125253482721746,0.0,46.0,101.0,741.0,4.0,1.0,1.0,0.0,0.0,28.0,-2.1913381445409037,0.0,0.0,97.69999999999999,143.7
0,00-0020527,D.McAllister,13,2001,1.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0973213210236286,0.0,0.0,16.0,91.0,1.0,0.0,0.0,4.0,3.6422734807711103,0.0,15.0,20.0,166.0,1.0,0.0,0.0,0.0,0.0,8.0,2.756407541455701,0.0,0.0,42.18,57.17999999999999
0,00-0020531,D.Brees,1,2001,15.0,27.0,221.0,1.0,0.0,2.0,12.0,2.0,0.0,0.0,0.0,11.0,10.56610145147543,0.0,0.1661881667143946,2.0,18.0,0.0,0.0,0.0,1.0,-0.6365267591318116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64,14.64
0,00-0020536,L.Tomlinson,16,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,1236.0,10.0,5.0,4.0,67.0,-48.275627717257684,0.0,59.0,74.0,367.0,0.0,3.0,1.0,0.0,0.0,12.0,-16.524853896155207,0.0,0.0,210.3,269.30000000000007
0,00-0000108,D.Akers,1,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,2.614750746230129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,00-0000145,D.Alexander,8,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,39.0,134.0,1.0,0.0,0.0,0.0,0.0,7.0,-12.940731183101889,0.0,0.0,19.4,33.400000000000006
0,00-0000166,S.Alexander,14,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,76.0,510.0,1.0,1.0,0.0,0.0,0.0,25.0,-8.739709697434128,0.0,0.0,57.00000000000001,102.0
0,00-0000210,J.Allen,16,2002,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2199583678739145,0.0,0.0,155.0,519.0,0.0,1.0,1.0,20.0,-35.054562486408024,0.0,47.0,57.0,302.0,0.0,0.0,0.0,0.0,0.0,11.0,-8.00083649872503,1.0,0.0,86.30000000000001,133.3
0,00-0000242,J.Allred,1,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4977067237487063,0.0,0.0,0.0,0.0
0,00-0000251,M.Alstott,16,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,548.0,5.0,2.0,1.0,37.0,-16.41285294284835,0.0,35.0,48.0,242.0,2.0,2.0,1.0,0.0,0.0,11.0,-3.954507878296986,0.0,0.0,117.0,152.0
0,00-0000339,R.Anderson,16,2002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3825305890059098,0.0,0.0,5.0,27.0,0.0,0.0,0.0,1.0,0.0910389208002016,0.0,45.0,56.0,257.0,1.0,0.0,0.0,0.0,0.0,9.0,-11.760451616651478,0.0,0.0,34.4,79.4
0,00-0000585,C.Bailey,1,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,-3.944656234467402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,-1.6
0,00-0000598,K.Bailey,2,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.5557381440092923,0.0,0.0,2.6,5.6
0,00-0000745,T.Barber,16,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,1387.0,11.0,5.0,5.0,67.0,-36.867407483600275,0.0,69.0,95.0,597.0,0.0,4.0,1.0,0.0,0.0,23.0,-3.903528390191136,0.0,0.0,252.4,321.40000000000003
0,00-0000765,R.Barlow,2,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8459247702267021,0.0,0.0,2.3,5.3
0,00-0000849,M.Bartrum,2,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018094536033459008,0.0,0.0,0.8,1.8
0,00-0000869,D.Bates,14,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,80.0,689.0,4.0,1.0,0.0,0.0,0.0,34.0,43.653772882859805,0.0,0.0,92.9,142.9
0,00-0000883,M.Battaglia,1,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.410738893770275,0.0,0.0,0.0,0.0
0,00-0000911,F.Baxter,5,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,51.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7628854888607748,0.0,0.0,5.1,10.1
0,00-0000942,F.Beasley,15,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,75.0,0.0,0.0,0.0,15.0,5.897495037394318,0.0,22.0,32.0,152.0,1.0,0.0,0.0,0.0,0.0,8.0,5.635546269122391,0.0,0.0,28.7,50.7
0,00-0001098,B.Bennett,10,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,155.0,0.0,0.0,0.0,10.0,-1.6725199560751207,0.0,18.0,25.0,109.0,0.0,1.0,0.0,0.0,0.0,3.0,-11.0096202843176,0.0,1.0,32.4,50.4
0,00-0001112,S.Bennett,5,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9290948719717562,0.0,0.0,3.7,8.7
0,00-0001215,J.Bettis,12,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,666.0,9.0,1.0,1.0,42.0,-4.881787348531105,0.0,7.0,9.0,57.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7537211717572063,0.0,0.0,124.30000000000001,131.3
0,00-0001218,S. Beuerlein,5,2002,68.0,117.0,925.0,6.0,5.0,12.0,78.0,3.0,1.0,0.0,0.0,43.0,4.4594644183725425,0.0,0.2727574898647469,5.0,9.0,1.0,1.0,0.0,1.0,-0.06079433276318047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.900000000000006,55.900000000000006
0,00-0001335,J.Blake,10,2002,165.0,295.0,2084.0,13.0,11.0,30.0,203.0,5.0,3.0,0.0,0.0,96.0,-9.411252841938836,1.0,0.7014390863081106,39.0,106.0,1.0,3.0,1.0,9.0,-4.8709996967809275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.96000000000001,123.96000000000001
0,00-0001361,D.Bledsoe,16,2002,375.0,610.0,4359.0,24.0,15.0,54.0,369.0,9.0,4.0,0.0,0.0,218.0,62.345408118419726,0.0,1.6347652860888346,27.0,67.0,2.0,2.0,0.0,10.0,5.04334867183934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.06,251.06
0,00-0001388,D. Bly,1,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0
0,00-0001477,M.Booker,16,2002,1.0,5.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9125186922319704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,167.0,1189.0,6.0,0.0,0.0,0.0,14.0,54.0,17.804618355797807,0.0,0.0,160.66,257.66
0,00-0001532,D.Boston,8,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,0.0,0.0,1.0,2.5040200890507553,0.0,32.0,75.0,512.0,1.0,0.0,0.0,0.0,0.0,28.0,6.162738307093232,0.0,0.0,60.10000000000001,92.10000000000001
